lastUpdated,title,url
" This page was last edited on 11 August 2022, at 17:35",,https://en.wikipedia.org/wiki/Weather_forecasting
" This page was last edited on 9 September 2022, at 06:06",,https://en.wikipedia.org/wiki/Prepaid_debit_card
" This page was last edited on 25 May 2022, at 16:33",,https://en.wikipedia.org/wiki/High-electron-mobility_transistor
" This page was last edited on 9 September 2022, at 06:06",,https://en.wikipedia.org/wiki/Debit_card
" This page was last edited on 21 May 2022, at 04:28",,https://en.wikipedia.org/wiki/Huawei_Ascend_G300
" This page was last edited on 24 May 2022, at 15:23",,https://en.wikipedia.org/wiki/Huawei_Ascend_G330
" This page was last edited on 9 September 2022, at 09:24",,https://en.wikipedia.org/wiki/Credit_card
" This page was last edited on 17 July 2022, at 17:50",,https://en.wikipedia.org/wiki/Huawei_Ascend_P7
" This page was last edited on 28 March 2022, at 14:25",,https://en.wikipedia.org/wiki/Huawei_Ascend_P6
" This page was last edited on 9 September 2022, at 00:07",,https://en.wikipedia.org/wiki/Retail
" This page was last edited on 15 March 2022, at 00:45",,https://en.wikipedia.org/wiki/Huawei_Ascend_P1
" This page was last edited on 28 August 2022, at 12:31",,https://en.wikipedia.org/wiki/Huawei_Ascend_P2
" This page was last edited on 7 September 2022, at 21:25",,https://en.wikipedia.org/wiki/Copy_editing
" This page was last edited on 30 August 2022, at 16:36",,https://en.wikipedia.org/wiki/NPOESS
" This page was last edited on 17 July 2022, at 00:10",,https://en.wikipedia.org/wiki/Editing
" This page was last edited on 23 August 2022, at 22:30",,https://en.wikipedia.org/wiki/Meteorologist
" This page was last edited on 20 July 2021, at 18:14",Earth Observing-3,https://en.wikipedia.org/wiki/Earth_Observing-3
" This page was last edited on 3 September 2022, at 14:24",,https://en.wikipedia.org/wiki/Journalist
" This page was last edited on 6 July 2022, at 17:56",,https://en.wikipedia.org/wiki/Columnist
" This page was last edited on 21 August 2022, at 09:37",,https://en.wikipedia.org/wiki/Glory_(satellite)
" This page was last edited on 21 August 2022, at 09:45",,https://en.wikipedia.org/wiki/Upper_Atmosphere_Research_Satellite
" This page was last edited on 23 January 2022, at 02:06",,https://en.wikipedia.org/wiki/Television_Infrared_Observation_Satellite
" This page was last edited on 21 August 2022, at 09:40",,https://en.wikipedia.org/wiki/TOPEX/Poseidon
" This page was last edited on 27 August 2022, at 10:04",,https://en.wikipedia.org/wiki/SeaWiFS
" This page was last edited on 5 July 2021, at 07:55",Defense Weather Satellite System,https://en.wikipedia.org/wiki/Defense_Weather_Satellite_System
" This page was last edited on 13 July 2022, at 00:37",,https://en.wikipedia.org/wiki/Orbiting_Carbon_Observatory
" This page was last edited on 1 February 2022, at 23:55",,https://en.wikipedia.org/wiki/RapidEye
" This page was last edited on 5 October 2021, at 09:30",,https://en.wikipedia.org/wiki/Tonga_Meteorological_Service
" This page was last edited on 17 July 2022, at 21:48",MetService,https://en.wikipedia.org/wiki/MetService
" This page was last edited on 27 January 2021, at 01:51",,https://en.wikipedia.org/wiki/MeteoSwiss
" This page was last edited on 24 June 2022, at 02:45",,https://en.wikipedia.org/wiki/European_Severe_Storms_Laboratory
" This page was last edited on 30 May 2022, at 14:22",Fiji Meteorological Service,https://en.wikipedia.org/wiki/Fiji_Meteorological_Service
" This page was last edited on 24 June 2022, at 01:17",,https://en.wikipedia.org/wiki/Swedish_Meteorological_and_Hydrological_Institute
" This page was last edited on 2 February 2022, at 03:36",,https://en.wikipedia.org/wiki/Seasat
" This page was last edited on 6 March 2021, at 09:17",Tuvalu Meteorological Service,https://en.wikipedia.org/wiki/Tuvalu_Meteorological_Service
" This page was last edited on 12 July 2022, at 21:13",,https://en.wikipedia.org/wiki/T.A._Heppenheimer
" This page was last edited on 6 August 2022, at 02:01",,https://en.wikipedia.org/wiki/Ore
" This page was last edited on 20 January 2022, at 06:32",,https://en.wikipedia.org/wiki/Oil_shale_industry
" This page was last edited on 7 September 2022, at 09:47",,https://en.wikipedia.org/wiki/Mining
" This page was last edited on 10 August 2022, at 18:58",,https://en.wikipedia.org/wiki/Oil_sands
" This page was last edited on 29 August 2022, at 19:51",,https://en.wikipedia.org/wiki/World_Book_Capital
" This page was last edited on 15 July 2022, at 12:46",,https://en.wikipedia.org/wiki/World_Book_Day
" This page was last edited on 27 August 2022, at 19:08",The Philobiblon,https://en.wikipedia.org/wiki/The_Philobiblon
" This page was last edited on 8 September 2022, at 15:44",,https://en.wikipedia.org/wiki/Petroleum_industry
" This page was last edited on 22 July 2022, at 12:53",,https://en.wikipedia.org/wiki/Blake_Morrison
" This page was last edited on 27 January 2021, at 03:51",,https://en.wikipedia.org/wiki/News_analyst
" This page was last edited on 27 March 2022, at 04:51",,https://en.wikipedia.org/wiki/Staff_writer
" This page was last edited on 28 March 2022, at 17:12",Gossip columnist,https://en.wikipedia.org/wiki/Gossip_columnist
" This page was last edited on 12 August 2022, at 19:48",,https://en.wikipedia.org/wiki/Spectrometer
" This page was last edited on 10 August 2022, at 11:03",,https://en.wikipedia.org/wiki/Methane
" This page was last edited on 7 September 2022, at 09:08",,https://en.wikipedia.org/wiki/Ozone
" This page was last edited on 18 August 2022, at 18:29",,https://en.wikipedia.org/wiki/Chlorine
" This page was last edited on 8 September 2022, at 16:01",,https://en.wikipedia.org/wiki/Nitrogen
" This page was last edited on 16 April 2022, at 22:05",,https://en.wikipedia.org/wiki/STS-44
" This page was last edited on 4 May 2016, at 17:45",,https://en.wikipedia.org/wiki/Telecom_2A
" This page was last edited on 20 April 2022, at 02:11",Intelsat 601,https://en.wikipedia.org/wiki/Intelsat_601
" This page was last edited on 26 June 2022, at 03:00",,https://en.wikipedia.org/wiki/Progress_M-10
" This page was last edited on 15 July 2022, at 21:42",,https://en.wikipedia.org/wiki/Soyuz_TM-13
" This page was last edited on 2 April 2022, at 19:20",,https://en.wikipedia.org/wiki/Kosmos_2155
" This page was last edited on 14 June 2022, at 09:24",,https://en.wikipedia.org/wiki/IRS-1B
" This page was last edited on 20 April 2022, at 02:29",,https://en.wikipedia.org/wiki/Intelsat_605
" This page was last edited on 7 September 2022, at 16:15",,https://en.wikipedia.org/wiki/Anik_E1
" This page was last edited on 10 June 2022, at 21:35",,https://en.wikipedia.org/wiki/Progress_M-9
" This page was last edited on 10 January 2022, at 14:32",,https://en.wikipedia.org/wiki/TDRS-5
" This page was last edited on 8 January 2022, at 16:57",,https://en.wikipedia.org/wiki/Microsat_3
" This page was last edited on 16 July 2022, at 23:40",,https://en.wikipedia.org/wiki/Stranded_asset
" This page was last edited on 8 September 2022, at 14:24",,https://en.wikipedia.org/wiki/Project_Oilsand
" This page was last edited on 9 September 2022, at 09:59",,https://en.wikipedia.org/wiki/World_energy_consumption
" This page was last edited on 10 July 2022, at 19:52",Wabasca oil field,https://en.wikipedia.org/wiki/Wabasca_oil_field
" This page was last edited on 5 February 2021, at 23:05",,https://en.wikipedia.org/wiki/Utah_oil_sands
" This page was last edited on 20 June 2022, at 23:23",Organic-rich sedimentary rocks,https://en.wikipedia.org/wiki/Organic-rich_sedimentary_rocks
" This page was last edited on 25 May 2022, at 07:26",Royal Society of Canada,https://en.wikipedia.org/wiki/Royal_Society_of_Canada
" This page was last edited on 7 August 2022, at 09:54",,https://en.wikipedia.org/wiki/Carcinogen
" This page was last edited on 23 July 2022, at 09:38",,https://en.wikipedia.org/wiki/Fort_Chipewyan
" This page was last edited on 25 June 2022, at 17:13",Pyrobitumen,https://en.wikipedia.org/wiki/Pyrobitumen
" This page was last edited on 31 January 2022, at 20:12",Beaver River sandstone,https://en.wikipedia.org/wiki/Beaver_River_sandstone
" This page was last edited on 22 November 2021, at 01:05",Alberta College of Physicians and Surgeons,https://en.wikipedia.org/wiki/Alberta_College_of_Physicians_and_Surgeons
" This page was last edited on 14 November 2021, at 06:31",,https://en.wikipedia.org/wiki/RAVEN_(Respecting_Aboriginal_Values_%26_Environmental_Needs)
" This page was last edited on 7 August 2022, at 14:20",,https://en.wikipedia.org/wiki/David_W._Schindler
" This page was last edited on 18 August 2022, at 07:38",,https://en.wikipedia.org/wiki/Cancer
" This page was last edited on 25 March 2022, at 06:05",,https://en.wikipedia.org/wiki/Open_space_reserve
" This page was last edited on 2 May 2022, at 08:48",,https://en.wikipedia.org/wiki/Land-use_planning
" This page was last edited on 29 August 2022, at 15:31",,https://en.wikipedia.org/wiki/University_of_Alberta
" This page was last edited on 8 September 2022, at 02:58",,https://en.wikipedia.org/wiki/Land_use
" This page was last edited on 23 April 2022, at 03:51",,https://en.wikipedia.org/wiki/Soil_resilience
" This page was last edited on 23 April 2022, at 03:48",,https://en.wikipedia.org/wiki/Soil_health
" This page was last edited on 8 September 2022, at 01:05",,https://en.wikipedia.org/wiki/Life
" This page was last edited on 27 July 2022, at 20:15",,https://en.wikipedia.org/wiki/Renewable_resource
" This page was last edited on 22 June 2022, at 21:18",,https://en.wikipedia.org/wiki/Resource_nationalism
" This page was last edited on 20 July 2022, at 12:38",,https://en.wikipedia.org/wiki/Resource_depletion
" This page was last edited on 8 September 2022, at 19:55",,https://en.wikipedia.org/wiki/Nuclear_power_by_country
" This page was last edited on 17 August 2022, at 19:54",,https://en.wikipedia.org/wiki/Thermal_power_station
" This page was last edited on 26 July 2022, at 01:27",,https://en.wikipedia.org/wiki/List_of_countries_by_electricity_production
" This page was last edited on 3 September 2022, at 01:57",,https://en.wikipedia.org/wiki/Wave_power
" This page was last edited on 1 September 2022, at 16:34",,https://en.wikipedia.org/wiki/Probability
" This page was last edited on 23 August 2022, at 05:25",,https://en.wikipedia.org/wiki/Retrovirus
" This page was last edited on 18 August 2022, at 20:42",DNA virus,https://en.wikipedia.org/wiki/DNA_virus
" This page was last edited on 4 September 2022, at 12:52",,https://en.wikipedia.org/wiki/Promoter_(genetics)
" This page was last edited on 4 July 2022, at 12:13",Provirus,https://en.wikipedia.org/wiki/Provirus
" This page was last edited on 29 May 2022, at 14:02",Coding region,https://en.wikipedia.org/wiki/Coding_sequence
" This page was last edited on 24 August 2022, at 20:33",,https://en.wikipedia.org/wiki/Survival_of_the_fittest
" This page was last edited on 14 August 2022, at 18:37",,https://en.wikipedia.org/wiki/Hypoxia_(medical)
" This page was last edited on 8 June 2022, at 11:22",,https://en.wikipedia.org/wiki/Fusion_protein
" This page was last edited on 10 August 2022, at 10:38",,https://en.wikipedia.org/wiki/Tyrosine_kinase
" This page was last edited on 21 June 2022, at 02:48",,https://en.wikipedia.org/wiki/ABL_(gene)
" This page was last edited on 15 June 2022, at 06:23",,https://en.wikipedia.org/wiki/BCR_(gene)
" This page was last edited on 30 April 2022, at 13:33",,https://en.wikipedia.org/wiki/Chronic_myelogenous_leukemia
" This page was last edited on 11 August 2022, at 14:24",,https://en.wikipedia.org/wiki/Philadelphia_chromosome
" This page was last edited on 5 August 2022, at 00:54",,https://en.wikipedia.org/wiki/Chromosomal_translocation
" This page was last edited on 7 August 2022, at 19:05",,https://en.wikipedia.org/wiki/Gene_duplication
" This page was last edited on 8 September 2022, at 05:23",,https://en.wikipedia.org/wiki/University_of_New_England_(Australia)
" This page was last edited on 1 September 2022, at 18:32",,https://en.wikipedia.org/wiki/Stewardship
" This page was last edited on 14 March 2022, at 02:58",,https://en.wikipedia.org/wiki/List_of_renewable_resources_produced_and_traded_by_the_United_Kingdom
" This page was last edited on 10 June 2022, at 08:03",,https://en.wikipedia.org/wiki/Biodiversity_Action_Plan
" This page was last edited on 16 April 2019, at 16:13",Seed tree,https://en.wikipedia.org/wiki/Seed_tree
" This page was last edited on 5 September 2022, at 14:36",,https://en.wikipedia.org/wiki/Landslide
" This page was last edited on 1 September 2022, at 19:30",,https://en.wikipedia.org/wiki/American_Bison
" This page was last edited on 10 April 2022, at 08:16",International Journal of Astrobiology,https://en.wikipedia.org/wiki/International_Journal_of_Astrobiology
" This page was last edited on 30 July 2022, at 12:18",,https://en.wikipedia.org/wiki/Abraham_Loeb
" This page was last edited on 12 December 2021, at 00:35",Earth and Planetary Science Letters,https://en.wikipedia.org/wiki/Earth_and_Planetary_Science_Letters
" This page was last edited on 8 August 2022, at 04:02", (journal),https://en.wikipedia.org/wiki/Astrobiology_(journal)
" This page was last edited on 21 June 2022, at 12:24",Sue Rigby,https://en.wikipedia.org/wiki/Sue_Rigby
" This page was last edited on 7 September 2022, at 09:22",,https://en.wikipedia.org/wiki/Yale_University_Press
" This page was last edited on 14 April 2022, at 10:30",,https://en.wikipedia.org/wiki/Weidenfeld_%26_Nicolson
" This page was last edited on 6 February 2022, at 11:52",Publishing houses in the Soviet Union,https://en.wikipedia.org/wiki/Publishing_houses_in_the_Soviet_Union
" This page was last edited on 4 September 2022, at 09:30",,https://en.wikipedia.org/wiki/Alexander_Oparin
" This page was last edited on 7 May 2021, at 18:41",Dynamic mutation,https://en.wikipedia.org/wiki/Dynamic_mutation
" This page was last edited on 12 December 2021, at 15:23",Insertion (genetics),https://en.wikipedia.org/wiki/Insertion_(genetics)
" This page was last edited on 31 July 2022, at 00:28",Nora Noffke,https://en.wikipedia.org/wiki/Nora_Noffke
" This page was last edited on 25 July 2022, at 17:18",Nature Geoscience,https://en.wikipedia.org/wiki/Nature_Geoscience
" This page was last edited on 13 August 2022, at 12:26", (magazine),https://en.wikipedia.org/wiki/Wired_(website)
" This page was last edited on 17 April 2022, at 14:49",Neutral mutation,https://en.wikipedia.org/wiki/Neutral_mutation
" This page was last edited on 2 August 2022, at 09:09",,https://en.wikipedia.org/wiki/Elizabeth_Pennisi
" This page was last edited on 17 December 2021, at 21:18",Conservative replacement,https://en.wikipedia.org/wiki/Conservative_mutation
" This page was last edited on 6 September 2022, at 20:18",Annalen der Physik,https://en.wikipedia.org/wiki/Annalen_der_Physik_und_Chemie
" This page was last edited on 7 July 2022, at 11:34",,https://en.wikipedia.org/wiki/Sandra_Knapp
" This page was last edited on 30 August 2022, at 12:00",,https://en.wikipedia.org/wiki/Rebecca_Morelle
" This page was last edited on 6 September 2022, at 18:58",,https://en.wikipedia.org/wiki/Evolution_of_cells
" This page was last edited on 31 March 2022, at 20:19",,https://en.wikipedia.org/wiki/Recombinase
" This page was last edited on 30 June 2022, at 02:55",,https://en.wikipedia.org/wiki/Evolution_of_tetrapods
" This page was last edited on 31 August 2022, at 17:16",,https://en.wikipedia.org/wiki/Evolution_of_reptiles
" This page was last edited on 3 August 2022, at 18:02",,https://en.wikipedia.org/wiki/Evolution_of_spiders
" This page was last edited on 5 September 2022, at 18:27",The Wall Street Journal,https://en.wikipedia.org/wiki/Wall_Street_Journal
" This page was last edited on 7 September 2022, at 21:49",,https://en.wikipedia.org/wiki/World_Register_of_Marine_Species
" This page was last edited on 14 June 2022, at 16:38",,https://en.wikipedia.org/wiki/Interim_Register_of_Marine_and_Nonmarine_Genera
" This page was last edited on 14 June 2022, at 16:39",,https://en.wikipedia.org/wiki/Global_Biodiversity_Information_Facility
" This page was last edited on 5 September 2022, at 07:03",Encyclopedia of Life,https://en.wikipedia.org/wiki/Encyclopedia_of_Life
" This page was last edited on 17 June 2022, at 04:58",,https://en.wikipedia.org/wiki/Catalogue_of_Life
" This page was last edited on 13 June 2022, at 07:27",,https://en.wikipedia.org/wiki/Wikispecies
" This page was last edited on 4 July 2022, at 08:16",,https://en.wikipedia.org/wiki/Glucose-6-phosphate_isomerase
" This page was last edited on 1 September 2022, at 18:57",,https://en.wikipedia.org/wiki/Erythropoietin
" This page was last edited on 2 August 2022, at 11:44",Cerebrolysin,https://en.wikipedia.org/wiki/Cerebrolysin
" This page was last edited on 30 March 2022, at 14:36",,https://en.wikipedia.org/wiki/Thrombopoietin
" This page was last edited on 17 August 2022, at 16:12",Pleiotrophin,https://en.wikipedia.org/wiki/Pleiotrophin
" This page was last edited on 25 October 2021, at 21:32",Renalase,https://en.wikipedia.org/wiki/Renalase
" This page was last edited on 21 August 2022, at 07:26",,https://en.wikipedia.org/wiki/Pulitzer_Center
" This page was last edited on 5 April 2022, at 13:53",Science News,https://en.wikipedia.org/wiki/Science_News
" This page was last edited on 7 August 2022, at 17:04",,https://en.wikipedia.org/wiki/United_Press_International
" This page was last edited on 13 June 2022, at 16:38",Wnt signaling pathway,https://en.wikipedia.org/wiki/Wnt_signaling_pathway
" This page was last edited on 15 July 2022, at 08:11",,https://en.wikipedia.org/wiki/Emile_Zuckerkandl
" This page was last edited on 19 July 2022, at 18:03",,https://en.wikipedia.org/wiki/Molecular_clocks
" This page was last edited on 15 August 2022, at 08:17",McDonald–Kreitman test,https://en.wikipedia.org/wiki/McDonald-Kreitman_test
" This page was last edited on 4 August 2022, at 04:41",,https://en.wikipedia.org/wiki/Neal_Stephenson
" This page was last edited on 6 April 2022, at 11:24",,https://en.wikipedia.org/wiki/Tomoko_Ohta
" This page was last edited on 1 October 2021, at 07:39",Alex Steffen,https://en.wikipedia.org/wiki/Alex_Steffen
" This page was last edited on 15 March 2022, at 18:56",,https://en.wikipedia.org/wiki/Steve_Silberman
" This page was last edited on 7 September 2022, at 14:33",,https://en.wikipedia.org/wiki/Linus_Pauling
" This page was last edited on 7 January 2022, at 17:45",,https://en.wikipedia.org/wiki/Geological_Survey_of_Canada
" This page was last edited on 13 July 2022, at 04:46",Ichthyology & Herpetology,https://en.wikipedia.org/wiki/Copeia
" This page was last edited on 3 September 2022, at 03:32",,https://en.wikipedia.org/wiki/Media_in_New_York_City
" This page was last edited on 17 January 2022, at 15:09",,https://en.wikipedia.org/wiki/Palaeos
" This page was last edited on 4 September 2022, at 20:47",,https://en.wikipedia.org/wiki/Lucky_duckies
" This page was last edited on 21 August 2022, at 16:52",,https://en.wikipedia.org/wiki/H._G._Wells
" This page was last edited on 22 August 2022, at 07:28",James Alan Moy-Thomas,https://en.wikipedia.org/wiki/J._A._Moy-Thomas
" This page was last edited on 5 September 2022, at 02:20",,https://en.wikipedia.org/wiki/The_Heritage_Foundation
" This page was last edited on 7 September 2022, at 01:25",Far Eastern Economic Review,https://en.wikipedia.org/wiki/Far_Eastern_Economic_Review
" This page was last edited on 30 August 2022, at 09:01",The Economic Times,https://en.wikipedia.org/wiki/The_Economic_Times
" This page was last edited on 8 August 2022, at 03:21",,https://en.wikipedia.org/wiki/Stormy_Daniels
" This page was last edited on 5 September 2022, at 06:40",Index of Economic Freedom,https://en.wikipedia.org/wiki/Index_of_Economic_Freedom
" This page was last edited on 3 June 2022, at 01:37",,https://en.wikipedia.org/wiki/Michael_Rothfeld
" This page was last edited on 7 July 2022, at 06:18",,https://en.wikipedia.org/wiki/Edwin_H._Colbert
" This page was last edited on 30 August 2022, at 15:57",,https://en.wikipedia.org/wiki/Michael_Cohen_(lawyer)
" This page was last edited on 12 October 2021, at 08:50",Extra!,https://en.wikipedia.org/wiki/Extra!
" This page was last edited on 2 September 2022, at 16:31",,https://en.wikipedia.org/wiki/Ben_Smith_(journalist)
" This page was last edited on 28 August 2022, at 19:14", (website),https://en.wikipedia.org/wiki/Axios_(website)
" This page was last edited on 12 August 2022, at 18:04",Chris Roush,https://en.wikipedia.org/wiki/Talking_Biz_News
" This page was last edited on 11 July 2022, at 23:24",American Behavioral Scientist,https://en.wikipedia.org/wiki/American_Behavioral_Scientist
" This page was last edited on 12 August 2022, at 18:04",Chris Roush,https://en.wikipedia.org/wiki/Chris_Roush
" This page was last edited on 28 March 2022, at 01:15",,https://en.wikipedia.org/wiki/Dan_Fagin
" This page was last edited on 7 September 2022, at 17:49",,https://en.wikipedia.org/wiki/2016_United_States_presidential_election
" This page was last edited on 18 August 2022, at 23:12",,https://en.wikipedia.org/wiki/Hans_von_Spakovsky
" This page was last edited on 8 June 2022, at 20:13",,https://en.wikipedia.org/wiki/Michael_Barone_(pundit)
" This page was last edited on 30 August 2022, at 15:21",,https://en.wikipedia.org/wiki/Scientific_consensus_on_climate_change
" This page was last edited on 27 August 2022, at 19:39",,https://en.wikipedia.org/wiki/Voter_fraud
" This page was last edited on 4 August 2022, at 15:52",,https://en.wikipedia.org/wiki/American_Legislative_Exchange_Council
